17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.type.EnumType] to WARN
17:02:28,884 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating WARN level on Logger[org.hibernate.type.EnumType] onto the JUL framework
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.hibernate.type.EnumType] to false
17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type.EnumType]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.type.spi] to TRACE
17:02:28,884 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating TRACE level on Logger[org.hibernate.type.spi] onto the JUL framework
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.hibernate.type.spi] to false
17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type.spi]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.type.BasicTypeRegistry] to WARN
17:02:28,884 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating WARN level on Logger[org.hibernate.type.BasicTypeRegistry] onto the JUL framework
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.hibernate.type.BasicTypeRegistry] to false
17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type.BasicTypeRegistry]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.type.TypeFactory] to WARN
17:02:28,884 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating WARN level on Logger[org.hibernate.type.TypeFactory] onto the JUL framework
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.hibernate.type.TypeFactory] to false
17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type.TypeFactory]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.hibernate.type.descriptor.sql.BasicExtractor] to WARN
17:02:28,884 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating WARN level on Logger[org.hibernate.type.descriptor.sql.BasicExtractor] onto the JUL framework
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting additivity of logger [org.hibernate.type.descriptor.sql.BasicExtractor] to false
17:02:28,884 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[org.hibernate.type.descriptor.sql.BasicExtractor]
17:02:28,884 |-INFO in ch.qos.logback.classic.joran.action.RootLoggerAction - Setting level of ROOT logger to ERROR
17:02:28,885 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@65d6b83b - Propagating ERROR level on Logger[ROOT] onto the JUL framework
17:02:28,885 |-INFO in ch.qos.logback.core.joran.action.AppenderRefAction - Attaching appender named [CONSOLE] to Logger[ROOT]
17:02:28,885 |-INFO in ch.qos.logback.classic.joran.action.ConfigurationAction - End of configuration.
17:02:28,885 |-INFO in ch.qos.logback.classic.joran.JoranConfigurator@18ce0030 - Registering current configuration as safe fallback point

  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
